web-scraper-order,web-scraper-start-url,topics,topics-href,course,course-href,course_institution,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,course_transcript_language,course_level,verified_price,audit_price
"1633029022-3978","https://www.edx.org/learn","Financial Accounting","https://www.edx.org/learn/financial-accounting","Financial Accounting
Professional Certificate
Examination…Schools and Partners: NYIF…Course","https://www.edx.org/course/financial-accounting-professional-certificate-examination","New York Institute of Finance Logo","Financial Accounting Professional Certificate Examination","Complete the required exam to earn your Professional Certificate in Financial Accounting from the New York Institute of Finance.","Estimated 1 weeks","1 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633027618-3574","https://www.edx.org/learn","TinyML","https://www.edx.org/learn/tinyml","Applications of TinyML…Schools and Partners: HarvardX…Course","https://www.edx.org/course/applications-of-tinyml","Harvard University Logo","Applications of TinyML","Get the opportunity to see TinyML in practice. You will see examples of TinyML applications, and learn first-hand how to train these models for tiny applications such as keyword spotting, visual wake words, and gesture recognition.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$4,076","Free"
"1633025638-2879","https://www.edx.org/learn","Epidemiology","https://www.edx.org/learn/epidemiology","Medical Parasitology |
医学寄生虫学…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/medical-parasitologyyi-xue-ji-sheng-chong-xue","Tsinghua University Logo","Medical Parasitology | 医学寄生虫学","Small bugs serious diseases, with knowledge they are seized.","Estimated 12 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  中文","Level:  Introductory","MX$2,847","Free"
"1633025153-2717","https://www.edx.org/learn","French","https://www.edx.org/learn/french","19th-Century Opera:
Meyerbeer, Wagner, &
Verdi…Schools and Partners: HarvardX…Course","https://www.edx.org/course/19th-century-opera-meyerbeer-wagner-verdi","Harvard University Logo","19th-Century Opera: Meyerbeer, Wagner, & Verdi","Learn the music and cultural impact of three canonical operas from the 1800s: Les Huguenots , Das Rheingold , and Otello.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,847","Free"
"1633024552-2492","https://www.edx.org/learn","Data Analysis","https://www.edx.org/learn/data-analysis","Introduction to Data
Analytics for Managers…Schools and Partners: MichiganX…Course","https://www.edx.org/course/introduction-to-data-analytics-for-managers","The University of Michigan Logo","Introduction to Data Analytics for Managers","Explore data science and analyze business data with Microsoft Azure through the use of SQL, machine learning, and other statistical techniques focused on business applications.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633024808-2593","https://www.edx.org/learn","Political Science","https://www.edx.org/learn/political-science","Gender and Sexuality:
Applications in Society…Schools and Partners: UBCx…Course","https://www.edx.org/course/gender-and-sexuality-applications-in-society","University of British Columbia Logo","Gender and Sexuality: Applications in Society","Gender & Sexuality shape work, life and play. Equip yourself with the knowledge and skills to engage with key issues through key concepts and perspectives.","Estimated 6 weeks","2–4 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,024","Free"
"1633023630-2128","https://www.edx.org/learn","Foreign Policy","https://www.edx.org/learn/foreign-policy","US-China Relations –
What Is at Stake…Schools and Partners: Enodo…Course","https://www.edx.org/course/us-china-relations-what-is-at-stake","Enodo Economics Logo","US-China Relations – What Is at Stake","In this course you will learn why US-China relations have deteriorated, how the failure of America’s policy of engagement with Beijing has given way to ever-sharper competition in the economic, technology and military spheres, and how this geopolitical contest is likely to play out.","Estimated 3 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$6,125","Free"
"1633024027-2290","https://www.edx.org/learn","Cognitive Science","https://www.edx.org/learn/cognitive-science","Human-Computer
Interaction II: Cognition,
Context & Culture…Schools and Partners: GTx…Course","https://www.edx.org/course/human-computer-interaction-ii-cognition-context-cu","The Georgia Institute of Technology Logo","Human-Computer Interaction II: Cognition, Context & Culture","Get into the user’s mind and understand the role of mental models and representations, then investigate how to design interfaces that integrate with and influence the world around us.","Estimated 6 weeks","5–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633028170-3741","https://www.edx.org/learn","Hyperledger","https://www.edx.org/learn/hyperledger","Introduction to
Hyperledger Sovereign
Identity Blockchain Solu……Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/identity-in-hyperledger-aries-indy-and-ursa","The Linux Foundation Logo","Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa","Learn how Hyperledger Aries, Indy and Ursa add a necessary layer of trust to the Internet, creating and using independent digital identities rooted on blockchains or other distributed ledgers.","Estimated 7 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633029158-4006","https://www.edx.org/learn","Nutrition","https://www.edx.org/learn/nutrition","Lifestyle Medicine
Treatments of Chronic
Disease – Part 1…Schools and Partners: DoaneX…Course","https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-p","Doane University Logo","Lifestyle Medicine Treatments of Chronic Disease – Part 1","Learn specific lifestyle medicine treatment protocols for a variety of chronic diseases, such as breast cancer, diabetes, and heart disease.","Estimated 2 weeks","10–15 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,667","Free"
"1633026575-3221","https://www.edx.org/learn","Artificial Intelligence","https://www.edx.org/learn/artificial-intelligence","AI in Practice: Preparing
for AI…Schools and Partners: DelftX…Course","https://www.edx.org/course/ai-in-practice-preparing-for-ai","Delft University of Technology Logo","AI in Practice: Preparing for AI","Learn to recognize and understand the implications of Artificial Intelligence for organizations, and the importance of compliance and ethics when AI is applied in practice.","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$5,101","Free"
"1633023658-2139","https://www.edx.org/learn","Education","https://www.edx.org/learn/education","Instructional Design
Course Evaluation &
Capstone Project…Schools and Partners: UMGC, USMx…Course","https://www.edx.org/course/instructional-design-course-evaluation-capstone-pr","University of Maryland Global Campus Logo","Instructional Design Course Evaluation & Capstone Project","Develop your Instructional Design & Technology MicroMasters capstone project while you learn course evaluation models to assess the impact of design on the learning environment.","Estimated 8 weeks","8–10 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$6,125","Free"
"1633027142-3415","https://www.edx.org/learn","Trading","https://www.edx.org/learn/trading","Swaps Fundamentals…Schools and Partners: NYIF…Course","https://www.edx.org/course/swaps-fundamentals","New York Institute of Finance Logo","Swaps Fundamentals","Develop an understanding of the basic financial theories and concepts relevant to swaps.","Estimated 3 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633023556-2098","https://www.edx.org/learn","Government","https://www.edx.org/learn/government","The Challenges of Global
Poverty…Schools and Partners: MITx…Course","https://www.edx.org/course/the-challenges-of-global-poverty","Massachusetts Institute of Technology Logo","The Challenges of Global Poverty","A course for those who are interested in the challenge posed by massive and persistent world poverty.","Estimated 11 weeks","12–14 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633025668-2887","https://www.edx.org/learn","Anatomy","https://www.edx.org/learn/anatomy","Musculoskeletal Primer
for the Non-Orthopedist…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/musculoskeletal-primer-for-the-non-orthopedist","Stanford University Logo","Musculoskeletal Primer for the Non-Orthopedist","This CME activity focuses on providing a biomechanical and anatomic framework for physicians to understand musculoskeletal medicine, providing a clinical paradigm and confidence that clinicians can apply to all musculoskeletal injury care, reducing referral needs, improving recovery timeframes, and reducing condition relapse potential.","Estimated 1 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","null","null"
"1633026972-3359","https://www.edx.org/learn","Digital Transformation","https://www.edx.org/learn/digital-transformation","Digital Transformation in
Business…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/strategic-and-transformational-it-2","The University of Maryland, College Park Logo","Digital Transformation in Business","Learn about the explosion of technologies that are transforming business and how to strategically leverage technologies to maximize the value--and minimize the risk--to your firm.","Estimated 7 weeks","8–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$8,173","Free"
"1633026220-3087","https://www.edx.org/learn","Robotics","https://www.edx.org/learn/robotics","Computer Vision and
Image Processing
Fundamentals…Schools and Partners: IBM…Course","https://www.edx.org/course/computer-vision-and-image-processing-fundamentals","IBM Logo","Computer Vision and Image Processing Fundamentals","Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.","Estimated 3 weeks","3–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633024851-2608","https://www.edx.org/learn","International Development","https://www.edx.org/learn/international-development","Technology Innovation for
Sustainable Development…Schools and Partners: EPFLx…Course","https://www.edx.org/course/technology-innovation-for-sustainable-development","École polytechnique fédérale de Lausanne Logo","Technology Innovation for Sustainable Development","Learn how to use technology innovation as a tool to fight poverty and enable sustainable development.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcripts:  English, Français","Level:  Introductory","MX$1,004","Free"
"1633025627-2875","https://www.edx.org/learn","Health Informatics","https://www.edx.org/learn/health-informatics","Health Informatics and
Technology in Decision
Making…Schools and Partners: DoaneX…Course","https://www.edx.org/course/health-informatics-and-technology-in-decision-maki","Doane University Logo","Health Informatics and Technology in Decision Making","Leaders in a healthcare environment are faced withdecisions and challenges every day that can affect public health. Learn about health informatics solutions, powerful tools in managing datato makeevidence-baseddecisions.","Estimated 3 weeks","5–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,052","Free"
"1633025142-2714","https://www.edx.org/learn","Grammar","https://www.edx.org/learn/grammar","Upper-Intermediate
English: Business and
Globalization…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/upper-intermediate-english-globalization","Universitat Politècnica de València Logo","Upper-Intermediate English: Business and Globalization","Learn how to write letters, use appropriate verbal tenses and enhance your English vocabulary and grammar, all within the context of globalization.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,024","Free"
"1633024433-2445","https://www.edx.org/learn","Engineering","https://www.edx.org/learn/engineering","Wave-Based NDT
Methods…Schools and Partners: PurdueX…Course","https://www.edx.org/course/wave-based-ndt-methods","Purdue University Logo","Wave-Based NDT Methods","Learn how to use wave-based NDT techniques, ultrasonic testing, acoustic emission, etc, to inspect the structural integrity of civil engineering structures, including highways, bridges, dams, and buildings.","Estimated 6 weeks","2–3 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$15,363","Free"
"1633028521-3842","https://www.edx.org/learn","Marketing Management","https://www.edx.org/learn/marketing-management","Marketing Management…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/marketing-management-2","The University of Maryland, College Park Logo","Marketing Management","Learn key marketing strategies and tactics to help your company develop products that match customers' needs, create awareness and demand for those products, and drive sales.","Estimated 7 weeks","8–10 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$8,173","Free"
"1633023525-2086","https://www.edx.org/learn","Humanitarianism","https://www.edx.org/learn/humanitarianism","International
Humanitarian Law…Schools and Partners: LouvainX…Course","https://www.edx.org/course/international-humanitarian-law","Université catholique de Louvain Logo","International Humanitarian Law","Learn how international law regulates armed conflicts, protects individuals in wartime, and guarantees minimum compliance.","Estimated 12 weeks","4–12 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$4,076","Free"
"1633026119-3045","https://www.edx.org/learn","Supply Chain Design","https://www.edx.org/learn/supply-chain-design","Supply Chain Dynamics…Schools and Partners: MITx…Course","https://www.edx.org/course/supply-chain-dynamics","Massachusetts Institute of Technology Logo","Supply Chain Dynamics","Learn how to manage and harness the dynamics and interactions between firms and entities within a supply chain - ​part of the MITx Supply Chain Management MicroMasters Credential.","Estimated 13 weeks","8–12 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$6,125","Free"
"1633024034-2293","https://www.edx.org/learn","Cognitive Science","https://www.edx.org/learn/cognitive-science","Computational
Neuroscience: Neuronal
Dynamics of Cognition…Schools and Partners: EPFLx…Course","https://www.edx.org/course/computational-neuroscience-neuronal-dynamics-of-co","École polytechnique fédérale de Lausanne Logo","Computational Neuroscience: Neuronal Dynamics of Cognition","This course explains the mathematical and computational models that are used in the field of theoretical neuroscience to analyze the collective dynamics of thousands of interacting neurons.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$2,847","Free"
"1633027440-3520","https://www.edx.org/learn","Business Administration","https://www.edx.org/learn/business-administration","Business Management…Schools and Partners: IIMBx…MicroMasters® Program 6 Courses","https://www.edx.org/micromasters/iimbx-business-management","null","null","null","null","null","null","null","null","null","null","null"
"1633026651-3245","https://www.edx.org/learn","Nature","https://www.edx.org/learn/nature","Climate Action in
Biodiverse Landscapes…Schools and Partners: WageningenX…Course","https://www.edx.org/course/climate-action-in-biodiverse-landscapes","Wageningen University & Research Logo","Climate Action in Biodiverse Landscapes","There is no planet B. It's time to take effective climate action for which collaboration and innovation are key. This online course will boost your knowledge and skills to help you move from analysis to action in order to develop climate smart landscapes across the world.","Estimated 4 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
"1633028777-3916","https://www.edx.org/learn","Scrum","https://www.edx.org/learn/scrum","Applied Scrum for Agile
Project Management…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/usmx-applied-scrum-for-project-management-2","The University of Maryland, College Park Logo","Applied Scrum for Agile Project Management","Learn the project management processes, roles, mechanics, and philosophies behind Scrum, the simplest and most pure approach to managing work at the team level.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$4,076","Free"
"1633026494-3192","https://www.edx.org/learn","Computer Engineering","https://www.edx.org/learn/computer-engineering","Circuits and Electronics
3: Applications…Schools and Partners: MITx…Course","https://www.edx.org/course/circuits-and-electronics-3-applications-2","Massachusetts Institute of Technology Logo","Circuits and Electronics 3: Applications","Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.","Estimated 7 weeks","8–10 hours per week","Self-paced","Language:","Video Transcripts:  English, 中文","Level:  Intermediate","MX$3,462","Free"
"1633025649-2882","https://www.edx.org/learn","Coronavirus","https://www.edx.org/learn/coronavirus","Re-Imagine Work:
Strategies During
COVID-19 and Beyond…Schools and Partners: UBCx…Course","https://www.edx.org/course/working-remotely-and-covid-19","University of British Columbia Logo","Re-Imagine Work: Strategies During COVID-19 and Beyond","Improve and reinvent working at a distance during COVID-19 and beyond! Learn from strategic design experts, and build your at-home toolkit by applying human-centered design techniques.","Estimated 1 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633026103-3038","https://www.edx.org/learn","Supply Chain Design","https://www.edx.org/learn/supply-chain-design","Supply Chain Analytics…Schools and Partners: MITx…Course","https://www.edx.org/course/supply-chain-analytics","Massachusetts Institute of Technology Logo","Supply Chain Analytics","Master and apply the core methodologies used in supply chain analysis and modeling, including statistics, regression, optimization and probability ​- part of the MITx Supply Chain Management MicroMasters Credential.","Estimated 15 weeks","8–12 hours per week","Instructor-paced","Language:","Video Transcripts:  English, Español, 中文","Level:  Introductory","MX$4,076","Free"
"1633026315-3118","https://www.edx.org/learn","Electronics","https://www.edx.org/learn/electronics","RF Design: Passive and
Active Components…Schools and Partners: PurdueX…Course","https://www.edx.org/course/rf-design-passive-and-active-components","Purdue University Logo","RF Design: Passive and Active Components","Learn the necessary techniques and tools for designing high-performance passive and active RF components.","Estimated 6 weeks","6–9 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$15,363","Free"
"1633026695-3260","https://www.edx.org/learn","Chemistry","https://www.edx.org/learn/chemistry","Introduction to
Geochemistry…Schools and Partners: KyotoUx…Course","https://www.edx.org/course/introduction-to-geochemistry","Kyoto University Logo","Introduction to Geochemistry","The goal of the course is to apply chemical principles to understand the natural (non-living) world around us and appreciate its complexity.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633029087-3993","https://www.edx.org/learn","Business Plan","https://www.edx.org/learn/business-plan","The Value of Business
Models…Schools and Partners: DelftX…Course","https://www.edx.org/course/the-value-of-business-models","Delft University of Technology Logo","The Value of Business Models","Learn the value of business models and essential tools to help you develop a sound business model for sustainable success.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:","Video Transcripts:  Deutsch, English, Español, Français, Italiano, język polski","Level:  Introductory","MX$3,052","Free"
"1633025065-2683","https://www.edx.org/learn","Japanese","https://www.edx.org/learn/japanese","日式经营管理 Japanese
Business Management…Schools and Partners: WasedaX…Course","https://www.edx.org/course/japanese-business-management-ri-shi-jing-ying-guan-li","Waseda University Logo","日式经营管理 Japanese Business Management","Learn about Japanese business management and start down a path to becoming a global leader. This course is the Chinese translated version of ""Japanese Business Management"". 探索日本企业的管理模式，开启成为全球化领导者的道路。 本课程为 “Japanese Business Management JBM111x” 的中文翻译版。内容与原课程相同。","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:","Video Transcripts:  English, 中文","Level:  Intermediate","MX$2,642","Free"
"1633024989-2657","https://www.edx.org/learn","Spanish","https://www.edx.org/learn/spanish","Foundations of Medical
Spanish…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/foundations-of-medical-spanish","Universidades Anáhuac Logo","Foundations of Medical Spanish","Enhance your communication skills as a doctor or healthcare professional with this introductory Spanish course to engage better with Latin and Hispanic patients.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$594","Free"
"1633028309-3771","https://www.edx.org/learn","Bootstrap","https://www.edx.org/learn/bootstrap","Django Application
Development with SQL
and Databases…Schools and Partners: IBM…Course","https://www.edx.org/course/django-application-development-with-sql-and-databases","IBM Logo","Django Application Development with SQL and Databases","This course introduces you to the basics of SQL, Django and Bootstrap. You will gain hands-on practical experience developing and deploying a full-stack Django web application on the cloud.","Estimated 2 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633029080-3991","https://www.edx.org/learn","Business Skills","https://www.edx.org/learn/business-skills","Introduction to the Music
Business…Schools and Partners: BerkleeX…Course","https://www.edx.org/course/berkleex-introduction-to-the-music-business","Berklee College of Music Logo","Introduction to the Music Business","Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633025170-2723","https://www.edx.org/learn","ESL (English as a second language)","https://www.edx.org/learn/esl-english-as-a-second-language","English for Business
Networking…Schools and Partners: UWashingtonX…Professional Certificate 4 Courses","https://www.edx.org/professional-certificate/uwashingtonx-english-for-business-networking","null","null","null","null","null","null","null","null","null","null","null"
"1633025905-2964","https://www.edx.org/learn","Sustainable Development","https://www.edx.org/learn/sustainable-development","Sustainable Business
Models in Microfinance…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/sustainable-business-models-in-microfinance","State Bank of India Logo","Sustainable Business Models in Microfinance","Comprehend Ecosystem of Microfinance and its impact on inclusive growth through studying sustainable microfinance business models.","Estimated 5 weeks","1–3 hours per week","Self-paced","Language:","Video Transcripts:","Level:  Introductory","MX$3,052","Free"
"1633026037-3016","https://www.edx.org/learn","GIS Geographic Information Systems","https://www.edx.org/learn/gis-geographic-information-systems","Procedural Modelling…Schools and Partners: NUS…Course","https://www.edx.org/course/procedural-modelling","The National University of Singapore Logo","Procedural Modelling","This course will focus on the fundamentals of procedural programming for generating spatial models. You will learn how to code, using functions, data structures and control-flow statements. You will create procedures to generate geometric models with attribute data. By the end of the course, you will be able to write your own procedures for generating spatial information models.","Estimated 5 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633024266-2382","https://www.edx.org/learn","Biology","https://www.edx.org/learn/biology","Cell Biology:
Mitochondria…Schools and Partners: HarvardX…Course","https://www.edx.org/course/cell-biology-mitochondria","Harvard University Logo","Cell Biology: Mitochondria","A human-centered approach to the fundamentals of cell biology with a focus on the power plants of the cell - mitochondria.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633027763-3623","https://www.edx.org/learn","pandas","https://www.edx.org/learn/pandas","Python for Data Science…Schools and Partners: UCSanDiegoX…Course","https://www.edx.org/course/python-for-data-science-2","The University of California, San Diego Logo","Python for Data Science","Learn to use powerful, open-source, Python tools, including Pandas, Git and Matplotlib, to manipulate, analyze, and visualize complex datasets.","Estimated 10 weeks","8–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$7,169","Free"
"1633027586-3565","https://www.edx.org/learn","Design Thinking","https://www.edx.org/learn/design-thinking","Design Thinking and
Creativity for Innovation…Schools and Partners: UQx…Course","https://www.edx.org/course/design-thinking-and-creativity-for-innovation","The University of Queensland Logo","Design Thinking and Creativity for Innovation","Learn the fundamentals of how design thinking and creativity can be used to enable innovation.","Estimated 10 weeks","8–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
"1633026083-3031","https://www.edx.org/learn","Agribusiness","https://www.edx.org/learn/agribusiness","Sustainable Agribusiness
Comprehensive Exam…Schools and Partners: DoaneX…Course","https://www.edx.org/course/sustainable-agribusiness-comprehensive-exam","Doane University Logo","Sustainable Agribusiness Comprehensive Exam","Take the Comprehensive Exam and demonstrate the knowledge and skills acquired in the Sustainable Agribusiness MicroMasters program to earnyour DoaneX MicroMasters credential.","Estimated 8 weeks","10–15 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$6,145","Free"
"1633028694-3888","https://www.edx.org/learn","Strategy","https://www.edx.org/learn/strategy","Strategic Management…Schools and Partners: IIMBx…Course","https://www.edx.org/course/strategic-management","Indian Institute of Management Bangalore Logo","Strategic Management","null","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:","Video Transcripts:  English, हिन्दी","Level:  Introductory","MX$3,073","Free"
"1633028618-3868","https://www.edx.org/learn","Optics","https://www.edx.org/learn/optics","Capstone Exam –
Materials for Electronic,
Optical, and Magnetic D……Schools and Partners: MITx…Course","https://www.edx.org/course/capstone-exam-materials-for-electronic-optical-and","Massachusetts Institute of Technology Logo","Capstone Exam – Materials for Electronic, Optical, and Magnetic Devices","Take the Comprehensive Exam in Materials for Electronic, Optical, and Magnetic Devices to earn the MITx xMinor credential.","Estimated 1 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$3,073","Free"
"1633029144-4003","https://www.edx.org/learn","Physiology","https://www.edx.org/learn/physiology","Medical Terminology…Schools and Partners: DoaneX…Course","https://www.edx.org/course/medical-terminology","Doane University Logo","Medical Terminology","Medical terminology is the study of the rules of medical word building. Receive a thorough grounding in basic medical terminology through a study of root words, prefixes and suffixes.","Estimated 8 weeks","5–10 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$2,028","Free"
"1633027820-3640","https://www.edx.org/learn","Information Systems","https://www.edx.org/learn/information-systems","Introduction to
Management Information
Systems (MIS): A Surviv……Schools and Partners: UC3Mx…Course","https://www.edx.org/course/introduction-to-management-information-systems-mis","Universidad Carlos III de Madrid Logo","Introduction to Management Information Systems (MIS): A Survival Guide","Gain the skills and knowledge needed to succeed in an MIS-dominated corporate world.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:","Video Transcripts:  English, Español","Level:  Intermediate","MX$2,028","Free"
"1633023291-1989","https://www.edx.org/learn","Public Policy","https://www.edx.org/learn/public-policy","Making Government Work
in Hard Places…Schools and Partners: PrincetonX…Course","https://www.edx.org/course/making-government-work-in-hard-places-2","Princeton University Logo","Making Government Work in Hard Places","null","Estimated 8 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","null","null"
"1633023626-2127","https://www.edx.org/learn","Gender Studies","https://www.edx.org/learn/gender-studies","Race, Gender and
Workplace Equity…Schools and Partners: CatalystX…Professional Certificate 4 Courses","https://www.edx.org/professional-certificate/catalystx-race-gender-and-workplace-equity","null","null","null","null","null","null","null","null","Maximizing talent and productivity.","null","null"
"1633028352-3782","https://www.edx.org/learn","Algorithms","https://www.edx.org/learn/algorithms","Optimization: principles
and algorithms -
Unconstrained nonlinea……Schools and Partners: EPFLx…Course","https://www.edx.org/course/unconstrained-nonlinear-optimization","École polytechnique fédérale de Lausanne Logo","Optimization: principles and algorithms - Unconstrained nonlinear optimization","Introduction to unconstrained nonlinear optimization, Newton’s algorithms and descent methods.","Estimated 6 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633024635-2529","https://www.edx.org/learn","Data Analysis","https://www.edx.org/learn/data-analysis","Data Analysis for
Decision-Making…Schools and Partners: RITx…Professional Certificate 3 Courses","https://www.edx.org/professional-certificate/ritx-data-analysis-for-decision-making","null","null","null","null","null","null","null","null","Non-data jobs that require and use data analysis skills are up to 40% higher-paying than their single-focus counterparts","null","null"
"1633025197-2734","https://www.edx.org/learn","English","https://www.edx.org/learn/english","EmSAT English
Preparation - Level 1…Schools and Partners: UAEUX…Course","https://www.edx.org/course/emsat-english-preparation-level-1","United Arab Emirates University Logo","EmSAT English Preparation - Level 1","This Comprehension and Production course focuses on the pre-intermediate level and develops the learner’s reading, listening and study skills. Learners focus on high frequency and academic vocabulary, in addition to being introduced to the EmSAT exam structure.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633029363-4050","https://www.edx.org/learn","Fun","https://www.edx.org/learn/fun","PredictionX…Schools and Partners: HarvardX…XSeries Program 3 Courses","https://www.edx.org/xseries/harvardx-prediction","null","null","null","null","null","null","null","null","null","null","null"
"1633026469-3182","https://www.edx.org/learn","Computer Hardware","https://www.edx.org/learn/computer-hardware","Building a RISC-V CPU
Core…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/building-a-risc-v-cpu-core","The Linux Foundation Logo","Building a RISC-V CPU Core","Create a RISC-V CPU with modern open source circuit design tools, methodologies, and microarchitecture, all from your browser.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633028799-3923","https://www.edx.org/learn","Risk Management","https://www.edx.org/learn/risk-management","Risk Management and
Credit Principles…Schools and Partners: NYIF…Course","https://www.edx.org/course/risk-management-and-credit-principles","New York Institute of Finance Logo","Risk Management and Credit Principles","Get introduced to risk management, credit principles, and business risk as they relate to a borrower.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$4,076","Free"
"1633027377-3496","https://www.edx.org/learn","Cost Accounting","https://www.edx.org/learn/cost-accounting","Management Accounting…Schools and Partners: ACCA…Course","https://www.edx.org/course/management-accounting","ACCA Logo","Management Accounting","Learn management accounting techniques to support businesses to plan, control, monitor and enhance performance with this ACCA-X course.","Estimated 12 weeks","5–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","null","null"
