web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632951336-910","https://www.edx.org/search?tab=course","","Mandarin Chinese
Essentials…Schools and Partners: MandarinX…Course","https://www.edx.org/course/mandarin-chinese-essentials?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=6","MandarinX Logo","Language Courses","Mandarin Chinese Essentials","This course is your first crucial step to learning Mandarin Chinese. Learn essential skills for communicating in Chineseincluding tones, pinyin, grammar, characters, and basic structures all within the context of a business environment.","Estimated 5 weeks","4–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951556-1006","https://www.edx.org/search?tab=course","","Fundamentals of Digital
Marketing…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/fundamentals-of-digital-marketing?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=6","The University of Maryland, College Park Logo","Business & Management Courses","Fundamentals of Digital Marketing","Learn the varied and changing approaches to digital marketing, such as mobile and omnichannel marketing and attribution and marketing mix modeling to inform your organization’s digital marketing strategy.","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$10,193","Free"
"1632950980-755","https://www.edx.org/search?tab=course","","Nutrition and Health:
Micronutrients and
Malnutrition…Schools and Partners: WageningenX…Course","https://www.edx.org/course/nutrition-and-health-micronutrients-and-malnutriti?index=product&queryID=6d363b52ef39ab6615cf8db627798bd3&position=17","Wageningen University & Research Logo","Biology & Life Sciences Courses","Nutrition and Health: Micronutrients and Malnutrition","Learn from the top professors of Wageningen University & Research about malnutrition and micronutrients and how they impact your health. This online course is offered as a MOOC, and is part of the Professional Certificate Pogramme: Nutrition and Health.","Estimated 7 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950709-639","https://www.edx.org/search?tab=course","","Introduction to Actuarial
Science…Schools and Partners: ANUx…Course","https://www.edx.org/course/introduction-to-actuarial-science?index=product&queryID=f605d905a6fdeccde1e0ee2a9cc87338&position=13","Australian National University Logo","Data Analysis & Statistics Courses","Introduction to Actuarial Science","null","Estimated 8 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950566-577","https://www.edx.org/search?tab=course","","Indian & Tibetan River of
Buddhism…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/indian-tibetan-river-of-buddhism?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=3","Columbia University Logo","Humanities Courses","Indian & Tibetan River of Buddhism","Explore an overview of the history and philosophy of Buddhism throughout India, South and Southeast Asia, Tibet, and Central Asia, featuring the basics of the Buddhist view of reality and its educational principles of sciences, mind and social ethics.","Estimated 12 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,021","Free"
"1632950952-743","https://www.edx.org/search?tab=course","","The Science and
Business of
Biotechnology…Schools and Partners: MITx…Course","https://www.edx.org/course/the-science-and-business-of-biotechnology?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=5","Massachusetts Institute of Technology Logo","Business & Management Courses","The Science and Business of Biotechnology","Explore the latest scientific innovations in biotechnology, and novel business and financing models for commercializing them.","Estimated 16 weeks","10–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
"1632950393-503","https://www.edx.org/search?tab=course","","How to Code: Complex
Data…Schools and Partners: UBCx…Course","https://www.edx.org/course/how-to-code-complex-data?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=5","University of British Columbia Logo","Computer Science Courses","How to Code: Complex Data","null","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,553","Free"
"1632950461-532","https://www.edx.org/search?tab=course","","Information Security -
Authentication and
Access Control…Schools and Partners: NYUx…Course","https://www.edx.org/course/information-security-authentication-and-access-control?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=24","New York University Logo","Computer Science Courses","Information Security - Authentication and Access Control","Learn more fundamentals of information security, including Introduction to Cryptography, Authentication, Access Control and Containerization.","Estimated 6 weeks","7–9 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$3,391","Free"
"1632951352-917","https://www.edx.org/search?tab=course","","Introducción a la
Ingeniería del Software…Schools and Partners: UAMx…Course","https://www.edx.org/course/introduccion-a-la-ingenieria-del-software?index=product&queryID=d184b84006430da4466eda0004fec3a8&position=23","Universidad Autónoma de Madrid Logo","Computer Science Courses","Introducción a la Ingeniería del Software","Conoce las distintas fases de desarrollo por las que pasa un proyecto informático, así como las actividades de gestión necesarias para lograr finalizar el proyecto con éxito.","Estimated 5 weeks","4–5 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632950909-724","https://www.edx.org/search?tab=course","","The Mechatronics
Revolution: Fundamentals
and Core Concepts…Schools and Partners: GTx…Course","https://www.edx.org/course/mechatronics?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=24","The Georgia Institute of Technology Logo","Engineering Courses","The Mechatronics Revolution: Fundamentals and Core Concepts","In this course, students will learn to harness the power of microcontrollers, sensors, and actuators to build useful and interesting robotic devices.","Estimated 16 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632949707-209","https://www.edx.org/search?tab=course","","Accounting System
Structure and Information
Management…Schools and Partners: NYIF…Course","https://www.edx.org/course/accounting-system-structure-and-information-management?index=product&queryID=092a10a6fcf24251b7ea263b69c494f5&position=11","New York Institute of Finance Logo","Economics & Finance Courses","Accounting System Structure and Information Management","Get introduced to accounting concepts and learn how accountants measure income and record transactions.","Estimated 4 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632950291-459","https://www.edx.org/search?tab=course","","Django Application
Development with SQL
and Databases…Schools and Partners: IBM…Course","https://www.edx.org/course/django-application-development-with-sql-and-databases?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=1","IBM Logo","Computer Science Courses","Django Application Development with SQL and Databases","This course introduces you to the basics of SQL, Django and Bootstrap. You will gain hands-on practical experience developing and deploying a full-stack Django web application on the cloud.","Estimated 2 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
"1632951586-1019","https://www.edx.org/search?tab=course","","Introduction to Marketing…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/introduction-to-marketing-5?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=17","The University of Edinburgh Logo","Business & Management Courses","Introduction to Marketing","An introduction to the role of marketing in a competitive marketplace.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950374-495","https://www.edx.org/search?tab=course","","Análisis de datos: Llévalo
al MAX()…Schools and Partners: DelftX…Course","https://www.edx.org/course/analisis-de-datos-llevalo-al-max?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=13","Delft University of Technology Logo","Data Analysis & Statistics Courses","Análisis de datos: Llévalo al MAX()","Incrementa tus habilidades de análisis de datos utilizando hojas de cálculo y visualización de datos en Excel. Aumenta tu productividad y produce mejores decisiones de negocio.","Estimated 8 weeks","4–6 hours per week","Self-paced","Language:  Español","Video Transcripts:  English, Español, हिन्दी, Nederlands, 中文","Level:  Intermediate","MX$1,001","Free"
"1632950037-350","https://www.edx.org/search?tab=course","","Fundamentos de
Mecánica para Ingeniería…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/fundamentos-de-mecanica-para-ingenieria?index=product&queryID=74dc1a7992a6e16d0ec5229bdc3c6d68&position=14","Universitat Politècnica de València Logo","Physics Courses","Fundamentos de Mecánica para Ingeniería","Estudiaremos la cinemática y la dinámica del punto, los conceptos de trabajo y potencia y la energía mecánica.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
